bib_key,sr_id,sr_doi,refnum,year,doi,url,source,raw
Shool2025_supp_ref0292,Shool2025,10.1186/s12911-025-02954-4,292,2024,,,supp_docx,"Ermis SÖ, E.; Karapapak, M.; Kumantaş, E.; Özal, S. A. Assessing the Responses of Large Language Models (ChatGPT-4, Claude 3, Gemini, and Microsoft Copilot) to Frequently Asked Questions in Retinopathy of Prematurity: A Study on Readability and Appropriateness. Journal of pediatric ophthalmology and strabismus. 2024:1-12."
Shool2025_supp_ref0293,Shool2025,10.1186/s12911-025-02954-4,293,2024,,,supp_docx,"Tepe ME, E. Assessing the Responses of Large Language Models (ChatGPT-4, Gemini, and Microsoft Copilot) to Frequently Asked Questions in Breast Imaging: A Study on Readability and Accuracy. Cureus. 2024;16(5):e59960."
Shool2025_supp_ref0294,Shool2025,10.1186/s12911-025-02954-4,294,2024,,,supp_docx,"Schmidl BH, T.; Pigorsch, S.; Stögbauer, F.; Hoch, C. C.; Hussain, T.; Wollenberg, B.; Wirth, M. Assessing the role of advanced artificial intelligence as a tool in multidisciplinary tumor board decision-making for recurrent/metastatic head and neck cancer cases - the first study on ChatGPT 4o and a comparison to ChatGPT 4.0. Frontiers in oncology. 2024;14:1455413."
Shool2025_supp_ref0295,Shool2025,10.1186/s12911-025-02954-4,295,2024,,,supp_docx,"Wang ZZ, Z.; Traverso, A.; Dekker, A.; Qian, L.; Sun, P. Assessing the role of GPT-4 in thyroid ultrasound diagnosis and treatment recommendations: enhancing interpretability with a chain of thought approach. Quantitative Imaging in Medicine and Surgery. 2024;14(2):1602-15."
Shool2025_supp_ref0296,Shool2025,10.1186/s12911-025-02954-4,296,2024,,,supp_docx,"Zeng JZ, X.; Li, S.; Tang, Y.; Teng, S.; Li, H.; Wang, C.; Wu, Y.; Zhang, L.; Zhong, Y.; Liu, J.; Liu, S. Assessing the Role of the Generative Pretrained Transformer (GPT) in Alzheimer's Disease Management: Comparative Study of Neurologist- and Artificial Intelligence-Generated Responses. Journal of medical Internet research. 2024;26:e51095."
Shool2025_supp_ref0297,Shool2025,10.1186/s12911-025-02954-4,297,2024,,,supp_docx,"Alessandri-Bonetti MG, R.; Naegeli, M.; Liu, H. Y.; Egro, F. M. Assessing the Soft Tissue Infection Expertise of ChatGPT and Bard Compared to IDSA Recommendations. Annals of biomedical engineering. 2024;52(6):1551-3."
Shool2025_supp_ref0298,Shool2025,10.1186/s12911-025-02954-4,298,2024,,,supp_docx,"Pope T, editor Assessing the Technical Competency of ChatGPT-4o in Using the SD Biosensor STANDARD G6PD Test. 2024 IEEE 67th International Midwest Symposium on Circuits and Systems (MWSCAS); 2024 11-14 Aug. 2024."
Shool2025_supp_ref0299,Shool2025,10.1186/s12911-025-02954-4,299,2024,,,supp_docx,"Schmidl BH, T.; Pigorsch, S.; Stögbauer, F.; Hoch, C. C.; Hussain, T.; Wollenberg, B.; Wirth, M. Assessing the use of the novel tool Claude 3 in comparison to ChatGPT 4.0 as an artificial intelligence tool in the diagnosis and therapy of primary head and neck cancer cases. European archives of oto-rhino-laryngology : official journal of the European Federation of Oto-Rhino-Laryngological Societies (EUFOS) : affiliated with the German Society for Oto-Rhino-Laryngology - Head and Neck Surgery. 2024;281(11):6099-109."
Shool2025_supp_ref0300,Shool2025,10.1186/s12911-025-02954-4,300,2024,,,supp_docx,"Sudharshan RS, A.; Gupta, S.; Zhang-Nunes, S. Assessing the Utility of ChatGPT in Simplifying Text Complexity of Patient Educational Materials. Cureus. 2024;16(3):e55304."
Shool2025_supp_ref0301,Shool2025,10.1186/s12911-025-02954-4,301,2024,,,supp_docx,"Buhr CRS, H.; Huppertz, T.; Bahr-Hamm, K.; Matthias, C.; Cuny, C.; Snijders, J. P.; Ernst, B. P.; Blaikie, A.; Kelsey, T.; Kuhn, S.; Eckrich, J. Assessing unknown potential-quality and limitations of different large language models in the field of otorhinolaryngology. Acta oto-laryngologica. 2024;144(3):237-42."
Shool2025_supp_ref0302,Shool2025,10.1186/s12911-025-02954-4,302,2024,,,supp_docx,"Huang ASH, K.; Barna, L.; Parikh, D.; Pasquale, L. R. Assessment of a Large Language Model's Responses to Questions and Cases About Glaucoma and Retina Management. JAMA ophthalmology. 2024;142(4):371-5."
Shool2025_supp_ref0303,Shool2025,10.1186/s12911-025-02954-4,303,2024,,,supp_docx,"Benirschke RCW, J.; Prasai, K.; Freeman, A.; Lee, J. M.; Groth, J. Assessment of a large language model's utility in helping pathology professionals answer general knowledge pathology questions. American Journal of Clinical Pathology. 2024;161(1):42-8."
Shool2025_supp_ref0304,Shool2025,10.1186/s12911-025-02954-4,304,2024,,,supp_docx,"Goodings AJK, S.; Chhor, A.; Albakri, A.; Pastrak, M.; Kodancha, M.; Ives, R.; Lee, Y. B.; Kajitani, K. Assessment of ChatGPT-4 in Family Medicine Board Examinations Using Advanced AI Learning and Analytical Methods: Observational Study. JMIR medical education. 2024;10:e56128."
Shool2025_supp_ref0305,Shool2025,10.1186/s12911-025-02954-4,305,2024,,,supp_docx,"Mnajjed LP, R. J. Assessment of ChatGPT generated educational material for head and neck surgery counseling. American journal of otolaryngology. 2024;45(5):104410."
Shool2025_supp_ref0306,Shool2025,10.1186/s12911-025-02954-4,306,2024,,,supp_docx,"Knebel DP, S.; Scherer, N.; Klaas, J.; Siedlecki, J.; Schworm, B. Assessment of ChatGPT in the Prehospital Management of Ophthalmological Emergencies - An Analysis of 10 Fictional Case Vignettes. Klinische Monatsblatter fur Augenheilkunde. 2024;241(5):675-81."
Shool2025_supp_ref0307,Shool2025,10.1186/s12911-025-02954-4,307,2024,,,supp_docx,"Chen FJN, J.; You, W. S.; Anderson, D.; Morrissey, D. Assessment of ChatGPT vs. Bard vs. guidelines in the artificial intelligence (AI) preclinical management of otorhinolaryngological (ENT) emergencies. Aust J Otolaryngol. 2024;7."
Shool2025_supp_ref0308,Shool2025,10.1186/s12911-025-02954-4,308,2024,,,supp_docx,"Deniz MSG, B. Y. Assessment of ChatGPT's adherence to ETA-thyroid nodule management guideline over two different time intervals 14 days apart: in binary and multiple-choice queries. Endocrine. 2024;85(2):794-802."
Shool2025_supp_ref0309,Shool2025,10.1186/s12911-025-02954-4,309,2024,,,supp_docx,"Genes MÇ, M. Assessment of ChatGPT's Compliance with ESC-Acute Coronary Syndrome Management Guidelines at 30-Day Intervals. Life-Basel. 2024;14(10):8."
Shool2025_supp_ref0310,Shool2025,10.1186/s12911-025-02954-4,310,2024,,,supp_docx,"Ye ZZ, B.; Zhang, K.; Méndez, M. J. G.; Yan, H.; Wu, T.; Qu, Y.; Jiang, Y.; Xue, P.; Qiao, Y. An assessment of ChatGPT's responses to frequently asked questions about cervical and breast cancer. BMC women's health. 2024;24(1):482."
Shool2025_supp_ref0311,Shool2025,10.1186/s12911-025-02954-4,311,2025,,,supp_docx,"Buhr CRE, B. P.; Blaikie, A.; Smith, H.; Kelsey, T.; Matthias, C.; Fleischmann, M.; Jungmann, F.; Alt, J.; Brandts, C.; Kämmerer, P. W.; Foersch, S.; Kuhn, S.; Eckrich, J. Assessment of decision-making with locally run and web-based large language models versus human board recommendations in otorhinolaryngology, head and neck surgery. European archives of oto-rhino-laryngology : official journal of the European Federation of Oto-Rhino-Laryngological Societies (EUFOS) : affiliated with the German Society for Oto-Rhino-Laryngology - Head and Neck Surgery. 2025."
Shool2025_supp_ref0312,Shool2025,10.1186/s12911-025-02954-4,312,2024,,,supp_docx,"Gumilar KEI, B. R.; Faridzi, A. S.; Wibowo, B. M.; Herlambang, A.; Rahestyningtyas, E.; Irawan, B.; Tambunan, Z.; Bustomi, A. F.; Brahmantara, B. N.; Yu, Z. Y.; Hsu, Y. C.; Pramuditya, H.; Putra, V. G. E.; Nugroho, H.; Mulawardhana, P.; Tjokroprawiro, B. A.; Hedianto, T.; Ibrahim, I. H.; Huang, J.; Li, D.; Lu, C. H.; Yang, J. Y.; Liao, L. N.; Tan, M. Assessment of Large Language Models (LLMs) in decision-making support for gynecologic oncology. Comput Struct Biotechnol J. 2024;23:4019-26."
Shool2025_supp_ref0313,Shool2025,10.1186/s12911-025-02954-4,313,2024,,,supp_docx,"Su ZJ, K.; Wu, H.; Luo, Z.; Grzybowski, A.; Ye, J. Assessment of Large Language Models in Cataract Care Information Provision: A Quantitative Comparison. Ophthalmol Ther. 2024."
Shool2025_supp_ref0314,Shool2025,10.1186/s12911-025-02954-4,314,2024,,,supp_docx,"Wang AYL, S.; Tran, C.; Homer, R. J.; Wilsdon, D.; Walsh, J. C.; Goebel, E. A.; Sansano, I.; Sonawane, S.; Cockenpot, V.; Mukhopadhyay, S.; Taskin, T.; Zahra, N.; Cima, L.; Semerci, O.; Özamrak, B. G.; Mishra, P.; Vennavalli, N. S.; Chen, P. C.; Cecchini, M. J. Assessment of Pathology Domain-Specific Knowledge of ChatGPT and Comparison to Human Performance. Archives of pathology & laboratory medicine. 2024;148(10):1152-8."
Shool2025_supp_ref0315,Shool2025,10.1186/s12911-025-02954-4,315,2024,,,supp_docx,"Fahy SO, S.; Milinkovic, D.; Jung, T. B.; Bartek, B. Assessment of Quality and Readability of Information Provided by ChatGPT in Relation to Anterior Cruciate Ligament Injury. Journal of personalized medicine. 2024;14(1):11."
Shool2025_supp_ref0316,Shool2025,10.1186/s12911-025-02954-4,316,2024,,,supp_docx,"Chung SMC, M. C. Assessment of the information provided by ChatGPT regarding exercise for patients with type 2 diabetes: a pilot study. BMJ health & care informatics. 2024;31(1)."
Shool2025_supp_ref0317,Shool2025,10.1186/s12911-025-02954-4,317,2024,,,supp_docx,"Fahy SN, M.; Böhm, P.; Winkler, T.; Oehme, S. Assessment of the Quality and Readability of Information Provided by ChatGPT in Relation to the Use of Platelet-Rich Plasma Therapy for Osteoarthritis. Journal of personalized medicine. 2024;14(5)."
Shool2025_supp_ref0318,Shool2025,10.1186/s12911-025-02954-4,318,2024,,,supp_docx,"Beyoglu MMK, E.; Karabulut, E. Assessment of the quality, readability, and usefulness of ChatGPT generated medical information for ten common cancer types. Univers Access Inf Soc. 2024:7."
Shool2025_supp_ref0319,Shool2025,10.1186/s12911-025-02954-4,319,2024,,,supp_docx,"Yan SD, D.; Liu, X.; Dai, Y.; Kim, M. K.; Zhou, X.; Wang, L.; Zhang, L.; Jiang, X. Assessment of the Reliability and Clinical Applicability of ChatGPT’s Responses to Patients’ Common Queries About Rosacea. Patient preference and adherence. 2024;18:249-53."
Shool2025_supp_ref0320,Shool2025,10.1186/s12911-025-02954-4,320,2024,,,supp_docx,"Özcan FA, MÖ; Köroglu, Ö; Yilmaz, B. Assessment of the reliability and usability of ChatGPT in response to spinal cord injury questions. J Spinal Cord Med. 2024:6."
Shool2025_supp_ref0321,Shool2025,10.1186/s12911-025-02954-4,321,2024,,,supp_docx,"Nikdel MG, H.; Tavakoli, M.; Suh, D. W. Assessment of the Responses of the Artificial Intelligence-based Chatbot ChatGPT-4 to Frequently Asked Questions About Amblyopia and Childhood Myopia. Journal of pediatric ophthalmology and strabismus. 2024;61(2):86-9."
Shool2025_supp_ref0322,Shool2025,10.1186/s12911-025-02954-4,322,2024,,,supp_docx,"Yang SC, M. C. The assessment of the validity, safety, and utility of ChatGPT for patients with herniated lumbar disc: A preliminary study. Medicine. 2024;103(23):e38445."
Shool2025_supp_ref0323,Shool2025,10.1186/s12911-025-02954-4,323,2024,,,supp_docx,"Kim SJ, S.; Kim, B.; Sunwoo, L.; Kim, S.; Chung, J. H.; Nam, S.; Cho, H.; Lee, D.; Lee, K.; Yoo, S. Automated Pathologic TN Classification Prediction and Rationale Generation From Lung Cancer Surgical Pathology Reports Using a Large Language Model Fine-Tuned With Chain-of-Thought: Algorithm Development and Validation Study. JMIR medical informatics. 2024;12:e67056."
Shool2025_supp_ref0324,Shool2025,10.1186/s12911-025-02954-4,324,2024,,,supp_docx,"Fast DA, L. C.; Busch, F.; Fallon, C.; Huppertz, M.; Siepmann, R.; Prucker, P.; Bayerl, N.; Truhn, D.; Makowski, M.; Löser, A.; Bressem, K. K. Autonomous medical evaluation for guideline adherence of large language models. NPJ digital medicine. 2024;7(1):358."
Shool2025_supp_ref0325,Shool2025,10.1186/s12911-025-02954-4,325,2024,,,supp_docx,"Shi RL, S.; Xu, X.; Ye, Z.; Yang, J.; Le, Q.; Qiu, J.; Tian, L.; Wei, A.; Shan, K.; Zhao, C.; Sun, X.; Zhou, X.; Hong, J. Benchmarking four large language models' performance of addressing Chinese patients' inquiries about dry eye disease: A two-phase study. Heliyon. 2024;10(14):e34391."
Shool2025_supp_ref0326,Shool2025,10.1186/s12911-025-02954-4,326,2024,,,supp_docx,"Zhang BD, Y.; Duan, W.; Chen, Z. Benchmarking Large Language Models for Cervical Spondylosis. JMIR formative research. 2024;8:e55577."
Shool2025_supp_ref0327,Shool2025,10.1186/s12911-025-02954-4,327,2024,,,supp_docx,"Li LL, P.; Wang, K.; Zhang, L.; Ji, H.; Zhao, H. Benchmarking State-of-the-Art Large Language Models for Migraine Patient Education: Performance Comparison of Responses to Common Queries. Journal of medical Internet research. 2024;26:e55927."
Shool2025_supp_ref0328,Shool2025,10.1186/s12911-025-02954-4,328,2024,,,supp_docx,"Zhao FFH, H. J.; Liang, J. J.; Cen, J.; Wang, Y.; Lin, H.; Chen, F.; Li, T. P.; Yang, J. F.; Chen, L.; Cen, L. P. Benchmarking the performance of large language models in uveitis: a comparative analysis of ChatGPT-3.5, ChatGPT-4.0, Google Gemini, and Anthropic Claude3. Eye (London, England). 2024."
Shool2025_supp_ref0329,Shool2025,10.1186/s12911-025-02954-4,329,2024,,,supp_docx,"Chen AC, D. O.; Tian, L. Benchmarking the symptom-checking capabilities of ChatGPT for a broad range of diseases. Journal of the American Medical Informatics Association : JAMIA. 2024;31(9):2084-8."
Shool2025_supp_ref0330,Shool2025,10.1186/s12911-025-02954-4,330,2024,,,supp_docx,"Jairoun AAA-H, S. S.; Shahwan, M.; Al-Qirim, T.; Shahwan, M. Benefit-Risk Assessment of ChatGPT Applications in the Field of Diabetes and Metabolic Illnesses: A Qualitative Study. Clinical medicine insights Endocrinology and diabetes. 2024;17:11795514241235514."
Shool2025_supp_ref0331,Shool2025,10.1186/s12911-025-02954-4,331,2024,,,supp_docx,"Mizuta KH, T.; Harada, Y.; Shimizu, T. Can ChatGPT-4 evaluate whether a differential diagnosis list contains the correct diagnosis as accurately as a physician? Diagnosis (Berlin, Germany). 2024;11(3):321-4."
Shool2025_supp_ref0332,Shool2025,10.1186/s12911-025-02954-4,332,2025,,,supp_docx,"Yüce AY, M.; Misir, A. Can Chat-GPT assist orthopedic surgeons in evaluating the quality of rotator cuff surgery patient information videos? Journal of shoulder and elbow surgery. 2025;34(1):141-6."
Shool2025_supp_ref0333,Shool2025,10.1186/s12911-025-02954-4,333,2024,,,supp_docx,"Zhi Y, Guo Y, Yuan K, Wang H, Xu H, Yao H, et al. Can Large Language Models Logically Predict Myocardial Infarction? Evaluation based on UK Biobank Cohort. arXiv preprint arXiv:240914478. 2024."
Shool2025_supp_ref0334,Shool2025,10.1186/s12911-025-02954-4,334,2024,,,supp_docx,"Kim RM, A.; Barile, J.; Han, K. Y.; Kalash, S.; Papaioannou, H.; Krevskaya, A.; Milanaik, R. Challenging the Chatbot: An Assessment of ChatGPT's Diagnoses and Recommendations for DBP Case Studies. J Dev Behav Pediatr. 2024;45(1):e8-e13."
Shool2025_supp_ref0335,Shool2025,10.1186/s12911-025-02954-4,335,2024,,,supp_docx,"Gravina AGP, R.; Palladino, G.; Imperio, G.; Ventura, A.; Federico, A. Charting new AI education in gastroenterology: Cross-sectional evaluation of ChatGPT and perplexity AI in medical residency exam. Digestive and liver disease : official journal of the Italian Society of Gastroenterology and the Italian Association for the Study of the Liver. 2024;56(8):1304-11."
Shool2025_supp_ref0336,Shool2025,10.1186/s12911-025-02954-4,336,2024,,,supp_docx,"Garg NC, D. J.; Yang, A.; McCann, A.; Moroco, A. E.; Estephan, L. E.; Palmer, W. J.; Krein, H.; Heffelfinger, R. Chatbots as Patient Education Resources for Aesthetic Facial Plastic Surgery: Evaluation of ChatGPT and Google Bard Responses. Facial plastic surgery & aesthetic medicine. 2024;26(6):665-73."
Shool2025_supp_ref0337,Shool2025,10.1186/s12911-025-02954-4,337,2024,,,supp_docx,"Tao BKH, N.; Milkovich, J.; Micieli, J. A. ChatGPT-3.5 and Bing Chat in ophthalmology: an updated evaluation of performance, readability, and informative sources. Eye (London, England). 2024;38(10):1897-902."
Shool2025_supp_ref0338,Shool2025,10.1186/s12911-025-02954-4,338,2024,,,supp_docx,"Aljamaan FM, K. H.; Alhasan, K.; Jamal, A.; Altamimi, I.; Khayat, A.; Alhaboob, A.; Abdulmajeed, N.; Alshahrani, F. S.; Saad, K.; Al-Eyadhy, A.; Al-Tawfiq, J. A.; Temsah, M. H. ChatGPT-3.5 System Usability Scale early assessment among Healthcare Workers: Horizons of adoption in medical practice. Heliyon. 2024;10(7):e28962."
Shool2025_supp_ref0339,Shool2025,10.1186/s12911-025-02954-4,339,2024,,,supp_docx,"Mihalache AH, R. S.; Popovic, M. M.; Muni, R. H. ChatGPT-4: An assessment of an upgraded artificial intelligence chatbot in the United States Medical Licensing Examination. Medical teacher. 2024;46(3):366-72."
Shool2025_supp_ref0340,Shool2025,10.1186/s12911-025-02954-4,340,2024,,,supp_docx,"Yaïci RC, M.; Bock, R.; Moayed, F.; Bechrakis, N. E.; Berens, P.; Feltgen, N.; Friedburg, D.; Gräf, M.; Guthoff, R.; Hoffmann, E. M.; Hoerauf, H.; Hintschich, C.; Kohnen, T.; Messmer, E. M.; Nentwich, M. M.; Pleyer, U.; Schaudig, U.; Seitz, B.; Geerling, G.; Roth, M. [ChatGPT and the German board examination for ophthalmology: an evaluation]. Die Ophthalmologie. 2024;121(7):554-64."
Shool2025_supp_ref0341,Shool2025,10.1186/s12911-025-02954-4,341,2024,,,supp_docx,"Siu AHYG, D. P.; Chiu, C.; Kwok, A.; Irwin, M.; Christie, A.; Koh, C. E.; Keshava, A.; Reece, M.; Suen, M.; Rickard, Mjfx. ChatGPT as a patient education tool in colorectal cancer-An in-depth assessment of efficacy, quality and readability. Colorectal Dis. 2024:9."
Shool2025_supp_ref0342,Shool2025,10.1186/s12911-025-02954-4,342,2024,,,supp_docx,"Mese IK, B. ChatGPT as an effective tool for quality evaluation of radiomics research. European radiology. 2024."
Shool2025_supp_ref0343,Shool2025,10.1186/s12911-025-02954-4,343,2024,,,supp_docx,"Lotto CS, S. C.; Anschuetz, W.; Stricker, D.; Molinari, G.; Huwendiek, S.; Anschuetz, L. ChatGPT Generated Otorhinolaryngology Multiple-Choice Questions: Quality, Psychometric Properties, and Suitability for Assessments. OTO open. 2024;8(3):e70018."
Shool2025_supp_ref0344,Shool2025,10.1186/s12911-025-02954-4,344,2024,,,supp_docx,"Dergaa IF-R, F.; Hallit, S.; Loch, A. A.; Glenn, J. M.; Fessi, M. S.; Ben Aissa, M.; Souissi, N.; Guelmami, N.; Swed, S.; El Omri, A.; Bragazzi, N. L.; Ben Saad, H. ChatGPT is not ready yet for use in providing mental health assessment and interventions. Frontiers in psychiatry. 2024;14:12."
Shool2025_supp_ref0345,Shool2025,10.1186/s12911-025-02954-4,345,2024,,,supp_docx,"Phillips VK, F.; Arefin, S.; Choudhary, N.; Garifullin, R. ChatGPT versus Google Gemini: a comparison to evaluate patient education guide created on common neurological disorders. Discov Artif Intell. 2024;4(1)."
Shool2025_supp_ref0346,Shool2025,10.1186/s12911-025-02954-4,346,2024,,,supp_docx,"Klotz RP, T. M.; Kaiser, J.; Joos, M. C.; Hecktor, R.; Ahmed, A.; Dörr-Harim, C.; Mehrabi, A.; Loos, M.; Roth, S.; Michalski, C. W.; Kahlert, C. ChatGPT vs. surgeons on pancreatic cancer queries: accuracy & empathy evaluated by patients and experts. HPB : the official journal of the International Hepato Pancreato Biliary Association. 2024."
Shool2025_supp_ref0347,Shool2025,10.1186/s12911-025-02954-4,347,2024,,,supp_docx,"Scheschenja MB, M. B.; Wessendorf, J.; Owczarek, A. D.; König, A. M.; Viniol, S.; Mahnken, A. H. ChatGPT: Evaluating answers on contrast media related questions and finetuning by providing the model with the ESUR guideline on contrast agents. Current problems in diagnostic radiology. 2024;53(4):488-93."
Shool2025_supp_ref0348,Shool2025,10.1186/s12911-025-02954-4,348,2024,,,supp_docx,"Han YC, H. S.; Simon, M. E.; Katt, B. M. ChatGPT's Performance on the Hand Surgery Self-Assessment Exam: A Critical Analysis. J Hand Surg Glob Online. 2024;6(2):200-5."
Shool2025_supp_ref0349,Shool2025,10.1186/s12911-025-02954-4,349,2024,,,supp_docx,"Ma MD, Ye C, Yan Y, Wang X, Ping P, Chang TS, et al. CliBench: Multifaceted Evaluation of Large Language Models in Clinical Decisions on Diagnoses, Procedures, Lab Tests Orders and Prescriptions. arXiv preprint arXiv:240609923. 2024."
Shool2025_supp_ref0350,Shool2025,10.1186/s12911-025-02954-4,350,2024,,,supp_docx,"Zhang Y, Hou S, Ma MD, Wang W, Chen M, Zhao J. CLIMB: A Benchmark of Clinical Bias in Large Language Models. arXiv preprint arXiv:240705250. 2024."
Shool2025_supp_ref0351,Shool2025,10.1186/s12911-025-02954-4,351,2024,,,supp_docx,"Ouyang Z, Qiu Y, Wang L, De Melo G, Zhang Y, Wang Y, et al. CliMedBench: A Large-Scale Chinese Benchmark for Evaluating Medical Large Language Models in Clinical Scenarios. arXiv preprint arXiv:241003502. 2024."
Shool2025_supp_ref0352,Shool2025,10.1186/s12911-025-02954-4,352,2024,,,supp_docx,"Genes MD, B. A Clinical Evaluation of Cardiovascular Emergencies: A Comparison of Responses from ChatGPT, Emergency Physicians, and Cardiologists. Diagnostics. 2024;14(23):12."
Shool2025_supp_ref0353,Shool2025,10.1186/s12911-025-02954-4,353,2024,,,supp_docx,"Meral GA, S.; Günay, S.; Öztürk, A.; Kudogan, M. Comparative analysis of ChatGPT, Gemini and emergency medicine specialist in ESI triage assessment. Am J Emerg Med. 2024;81:146-50."
Shool2025_supp_ref0354,Shool2025,10.1186/s12911-025-02954-4,354,2024,,,supp_docx,"Almekkawi AKC, J. P.; Anand, S.; Hawkins, A. M.; Rauf, R.; Al-Shaikhli, M.; Aoun, S. G.; Bagley, C. A. Comparative Analysis of Large Language Models and Spine Surgeons in Surgical Decision-Making and Radiological Assessment for Spine Pathologies. World neurosurgery. 2024;194:123531."
Shool2025_supp_ref0355,Shool2025,10.1186/s12911-025-02954-4,355,2024,,,supp_docx,"Merlino DJB, S. R.; Saieed, G.; Van Abel, K. M.; Price, D. L.; Archibald, D. J.; Ator, G. A.; Carlson, M. L. Comparative Assessment of Otolaryngology Knowledge Among Large Language Models. Laryngoscope. 2024:6."
Shool2025_supp_ref0356,Shool2025,10.1186/s12911-025-02954-4,356,2024,,,supp_docx,"Ghersin IW, R.; Koifman, E.; Bar-Yoseph, H.; Ben Hur, D.; Maza, I.; Hasnis, E.; Nasser, R.; Ovadia, B.; Dror Zur, D.; Waterman, M.; Gorelik, Y. Comparative evaluation of a language model and human specialists in the application of European guidelines for the management of inflammatory bowel diseases and malignancies. Endoscopy. 2024;56(9):706-9."
Shool2025_supp_ref0357,Shool2025,10.1186/s12911-025-02954-4,357,2024,,,supp_docx,"Gupta RH, A. M.; Jhaveri, M.; Patel, N.; Suthar, P. P. Comparative Evaluation of AI Models Such as ChatGPT 3.5, ChatGPT 4.0, and Google Gemini in Neuroradiology Diagnostics. Cureus. 2024;16(8):e67766."
Shool2025_supp_ref0358,Shool2025,10.1186/s12911-025-02954-4,358,2024,,,supp_docx,"Gunesli IA, S.; Fathelbab, J.; Yildiz, B. O. Comparative evaluation of ChatGPT-4, ChatGPT-3.5 and Google Gemini on PCOS assessment and management based on recommendations from the 2023 guideline. Endocrine. 2024."
Shool2025_supp_ref0359,Shool2025,10.1186/s12911-025-02954-4,359,2024,,,supp_docx,"Fisher ADF, G.; George, R.; Hay, E.; Wolla, C. D.; Wolf, B. J. Comparative evaluation of ChatGPT versions in anesthesia patient education for total hip arthroplasty. J Med Artif Intell. 2024;7."
Shool2025_supp_ref0360,Shool2025,10.1186/s12911-025-02954-4,360,2024,,,supp_docx,"Kepez MSU, F. Comparative Evaluation of Information Quality on Colon Cancer for Patients: A Study of ChatGPT-4 and Google. Cureus. 2024;16(11):e73989."
Shool2025_supp_ref0361,Shool2025,10.1186/s12911-025-02954-4,361,2024,,,supp_docx,"Miller LK, P.; Patel, J.; Agrawal, J.; Zhan, M.; Bumbarger, N.; Wang, K. A Comparative Evaluation of Large Language Model Utility in Neuroimaging Clinical Decision Support. Journal of imaging informatics in medicine. 2024."
Shool2025_supp_ref0362,Shool2025,10.1186/s12911-025-02954-4,362,2024,,,supp_docx,"Gupta AR, A.; Malhotra, H.; Rangarajan, K. Comparative Evaluation of Large Language Models for Translating Radiology Reports into Hindi. Indian J Radiol Imaging. 2024;35(1):88-96."
Shool2025_supp_ref0363,Shool2025,10.1186/s12911-025-02954-4,363,2024,,,supp_docx,"Rydzewski NRD, D.; Zhao, S. G.; Ruppin, E.; Turkbey, B.; Citrin, D. E.; Patel, K. R. Comparative Evaluation of LLMs in Clinical Oncology. Nejm ai. 2024;1(5)."
Shool2025_supp_ref0364,Shool2025,10.1186/s12911-025-02954-4,364,2024,,,supp_docx,"Is EEM, A. K. Comparative performance of artificial intelligence models in rheumatology board-level questions: evaluating Google Gemini and ChatGPT-4o. Clinical rheumatology. 2024;43(11):3507-13."
Shool2025_supp_ref0365,Shool2025,10.1186/s12911-025-02954-4,365,2024,,,supp_docx,"Patil NSH, R. S.; van der Pol, C. B.; Larocque, N. Comparative Performance of ChatGPT and Bard in a Text-Based Radiology Knowledge Assessment. Canadian Association of Radiologists journal = Journal l'Association canadienne des radiologistes. 2024;75(2):344-50."
Shool2025_supp_ref0366,Shool2025,10.1186/s12911-025-02954-4,366,2024,,,supp_docx,"Chen CJS, K.; Hickey, C.; Raphael, J. The Comparative Performance of Large Language Models on the Hand Surgery Self-Assessment Examination. Hand (New York, NY). 2024:15589447241279460."
Shool2025_supp_ref0367,Shool2025,10.1186/s12911-025-02954-4,367,2024,,,supp_docx,Demirci A. A Comparison of ChatGPT and Human Questionnaire Evaluations of the Urological Cancer Videos Most Watched on YouTube. Clinical genitourinary cancer. 2024;22(5):102145.
Shool2025_supp_ref0368,Shool2025,10.1186/s12911-025-02954-4,368,2024,,,supp_docx,"Günay SÖ, A.; Özerol, H.; Yiğit, Y.; Erenler, A. K. Comparison of emergency medicine specialist, cardiologist, and chat-GPT in electrocardiography assessment. The American journal of emergency medicine. 2024;80:51-60."
Shool2025_supp_ref0369,Shool2025,10.1186/s12911-025-02954-4,369,2024,,,supp_docx,"Gill GST, J.; Moxam, J.; Sanghvi, H. A.; Gupta, S. Comparison of Gemini Advanced and ChatGPT 4.0's Performances on the Ophthalmology Resident Ophthalmic Knowledge Assessment Program (OKAP) Examination Review Question Banks. Cureus. 2024;16(9):e69612."
Shool2025_supp_ref0370,Shool2025,10.1186/s12911-025-02954-4,370,2024,,,supp_docx,"Abi-Rafeh JM, V. J.; Bassiri-Tehrani, B.; Marks, J.; Kazan, R.; Nahai, F. Complications Following Body Contouring: Performance Validation of Bard, a Novel AI Large Language Model, in Triaging and Managing Postoperative Patient Concerns. Aesthetic plastic surgery. 2024;48(5):953-76."
Shool2025_supp_ref0371,Shool2025,10.1186/s12911-025-02954-4,371,2024,,,supp_docx,"Asiedu M, Tomasev N, Ghate C, Tiyasirichokchai T, Dieng A, Akande O, et al. Contextual Evaluation of Large Language Models for Classifying Tropical and Infectious Diseases. arXiv preprint arXiv:240909201. 2024."
