key,sr_refnum,has_title,has_author,source,title_confidence,author_confidence,needs_human_review,problem_reason
Cho2024_ref0091,91,true,true,local,0.75,0.55,false,from_after_authors
Cho2024_ref0092,92,true,true,local,0.75,0.55,false,from_after_authors
Cho2024_ref0093,93,true,true,crossref,0.90,0.85,false,from_after_authors
Cho2024_ref0094,94,true,true,crossref,0.90,0.85,false,from_after_authors
Cho2024_ref0095,95,true,true,crossref,0.60,0.85,false,from_first_segment
Cho2024_ref0096,96,true,true,local,0.75,0.55,false,from_after_authors
Cho2024_ref0097,97,true,true,crossref,0.90,0.85,false,from_after_authors
Cho2024_ref0098,98,true,true,local,0.75,0.55,false,from_after_authors
Cho2024_ref0099,99,true,true,crossref,0.60,0.85,false,from_first_segment
Cho2024_ref0100,100,true,true,crossref,0.90,0.85,false,from_after_authors
Cho2024_ref0101,101,true,true,local,0.75,0.55,false,from_after_authors
Cho2024_ref0102,102,true,true,local,0.75,0.55,false,from_after_authors
Cho2024_ref0103,103,true,true,local,0.60,0.55,false,from_first_segment
Cho2024_ref0104,104,true,true,local,0.75,0.55,false,from_after_authors
Cho2024_ref0105,105,true,true,crossref,0.60,0.85,false,from_first_segment
Cho2024_ref0106,106,true,true,local,0.75,0.55,false,from_after_authors
Cho2024_ref0107,107,true,true,crossref,0.90,0.85,false,from_after_authors
Cho2024_ref0108,108,true,true,crossref,0.90,0.85,false,from_after_authors
Cho2024_ref0109,109,true,true,local,0.75,0.55,false,from_after_authors
Cho2024_ref0110,110,true,true,local,0.75,0.55,false,from_after_authors
Cho2024_ref0111,111,true,true,local,0.75,0.55,false,from_after_authors
Cho2024_ref0112,112,true,true,local,0.60,0.55,false,from_first_segment
Cho2024_ref0113,113,true,true,crossref,0.60,0.85,false,from_first_segment
Cho2024_ref0114,114,true,true,local,0.75,0.55,false,from_after_authors
Cho2024_ref0115,115,true,true,crossref,0.90,0.85,false,from_after_authors
Cho2024_ref0116,116,true,true,local,0.75,0.55,false,from_after_authors
Cho2024_ref0117,117,true,true,local,0.75,0.55,false,from_after_authors
Cho2024_ref0118,118,true,true,local,0.75,0.55,false,from_after_authors
Cho2024_ref0119,119,true,true,local,0.75,0.55,false,from_after_authors
Cho2024_ref0120,120,true,true,local,0.75,0.55,false,from_after_authors
Cho2024_ref0121,121,true,true,local,0.60,0.55,false,from_first_segment
Cho2024_ref0122,122,true,true,crossref,0.90,0.85,false,from_after_authors
Cho2024_ref0123,123,true,true,local,0.75,0.55,false,from_after_authors
Cho2024_ref0124,124,true,true,crossref,0.90,0.85,false,from_after_authors
Cho2024_ref0125,125,true,true,crossref,0.90,0.85,false,from_after_authors
Cho2024_ref0126,126,true,true,local,0.75,0.55,false,from_after_authors
Cho2024_ref0127,127,true,true,crossref,0.90,0.85,false,from_after_authors
Cho2024_ref0128,128,true,true,crossref,0.90,0.85,false,from_after_authors
Cho2024_ref0129,129,true,true,crossref,0.90,0.85,false,from_after_authors
Cho2024_ref0130,130,true,true,local,0.75,0.55,false,from_after_authors
Cho2024_ref0131,131,true,true,crossref,0.90,0.85,false,from_after_authors
Cho2024_ref0132,132,true,true,crossref,0.90,0.85,false,from_after_authors
Cho2024_ref0133,133,true,true,crossref,0.90,0.85,false,from_after_authors
Cho2024_ref0134,134,true,true,crossref,0.90,0.85,false,from_after_authors
Cho2024_ref0135,135,true,true,crossref,0.90,0.85,false,from_after_authors
Cho2024_ref0136,136,true,true,crossref,0.90,0.85,false,from_after_authors
Cho2024_ref0137,137,true,true,crossref,0.90,0.85,false,from_after_authors
Cho2024_ref0138,138,true,true,crossref,0.90,0.85,false,from_after_authors
Cho2024_ref0139,139,true,true,local,0.60,0.55,false,from_first_segment
Cho2024_ref0140,140,true,true,crossref,0.90,0.85,false,from_after_authors
Cho2024_ref0141,141,true,true,crossref,0.90,0.85,false,from_after_authors
Cho2024_ref0142,142,true,true,crossref,0.90,0.85,false,from_after_authors
Cho2024_ref0143,143,true,true,crossref,0.90,0.85,false,from_after_authors
Cho2024_ref0144,144,true,true,crossref,0.90,0.85,false,from_after_authors
Cho2024_ref0145,145,true,true,local,0.60,0.55,false,from_first_segment
Cho2024_ref0146,146,true,true,crossref,0.90,0.85,false,from_after_authors
Cho2024_ref0147,147,true,true,crossref,0.60,0.85,false,from_first_segment
Cho2024_ref0148,148,true,true,crossref,0.90,0.85,false,from_after_authors
Cho2024_ref0149,149,true,true,crossref,0.90,0.85,false,from_after_authors
Cho2024_ref0150,150,true,true,crossref,0.90,0.85,false,from_after_authors
Cho2024_ref0151,151,true,true,crossref,0.90,0.85,false,from_after_authors
Cho2024_ref0152,152,true,true,crossref,0.90,0.85,false,from_after_authors
Cho2024_ref0153,153,true,true,crossref,0.90,0.85,false,from_after_authors
Cho2024_ref0154,154,true,true,crossref,0.90,0.85,false,from_after_authors
Cho2024_ref0155,155,true,true,crossref,0.90,0.85,false,from_after_authors
Cho2024_ref0156,156,true,true,crossref,0.90,0.85,false,from_after_authors
Cho2024_ref0157,157,true,true,crossref,0.60,0.85,false,from_first_segment
